Posted On,Rent,BHK,Bathroom,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Point of Contact
14/05/2022,5000,1,1,500,Ground out of 3,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
20/05/2022,5000,2,1,450,2 out of 2,Carpet Area,Birati,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
27/06/2022,15000,3,1,1400,1 out of 3,Super Area,Survey Park,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
14/05/2022,5000,1,1,500,1 out of 1,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
17/06/2022,6000,2,1,700,Ground out of 1,Carpet Area,Hatiara Extention,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
04/06/2022,18000,3,1,1200,1 out of 3,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
21/06/2022,8000,2,1,450,1 out of 2,Carpet Area,Andul,Kolkata,Unfurnished,Bachelors,Contact Owner
23/06/2022,13000,1,1,500,2 out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors,Contact Agent
02/07/2022,7500,2,1,400,Ground out of 1,Carpet Area,locality,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
24/04/2022,12000,3,2,1000,Ground out of 1,Super Area,Khardah,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
04/06/2022,11000,2,1,750,Ground out of 1,Carpet Area,Parnasree Pally,Kolkata,Unfurnished,Bachelors,Contact Owner
24/06/2022,6000,1,1,450,Ground out of 2,Super Area,Baghajatin,Kolkata,Unfurnished,Family,Contact Owner
19/06/2022,20000,3,2,1000,1 out of 2,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,Contact Agent
03/07/2022,7000,2,2,500,1 out of 1,Carpet Area,sarsuna banerjee para,Kolkata,Unfurnished,Bachelors,Contact Owner
19/06/2022,30000,4,2,1600,Ground out of 1,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,Contact Agent
02/07/2022,7500,2,1,550,Ground out of 1,Carpet Area,Near Seven Tanks Road Dumdum Station,Kolkata,Unfurnished,Bachelors,Contact Owner
21/06/2022,6500,1,2,550,1 out of 2,Super Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
04/06/2022,3000,1,1,200,2 out of 3,Super Area,Barasat,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
30/06/2022,5200,2,1,650,1 out of 2,Carpet Area,Sukchar,Kolkata,Unfurnished,Bachelors,Contact Owner
22/06/2022,25000,2,2,1000,1 out of 1,Super Area,"Tagore Park, Kasba",Kolkata,Furnished,Bachelors/Family,Contact Owner
27/05/2022,12500,2,2,680,Ground out of 2,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
17/06/2022,8500,2,2,720,Ground out of 1,Carpet Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,Contact Owner
20/06/2022,3500,2,1,500,4 out of 5,Carpet Area,Konnagar,Kolkata,Unfurnished,Bachelors,Contact Owner
30/06/2022,7000,2,1,800,Ground out of 2,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
19/05/2022,3000,1,1,160,Ground out of 1,Super Area,"Kudghat, Ashok Nagar",Kolkata,Unfurnished,Bachelors/Family,Contact Owner
19/06/2022,14000,2,2,1200,1 out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,Contact Agent
17/06/2022,18000,1,1,700,Ground out of 4,Super Area,Salt Lake City Sector 3,Kolkata,Furnished,Bachelors/Family,Contact Owner
13/06/2022,3500,1,1,1000,Ground out of 1,Super Area,Dum Dum Cantonment,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
16/06/2022,16000,2,2,1250,Ground out of 1,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,Contact Agent
06/05/2022,35000,4,3,1600,Ground out of 3,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
04/06/2022,21000,2,1,700,Ground out of 2,Super Area,Lake Gardens,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
16/06/2022,4500,1,1,450,Ground out of 2,Super Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,Contact Owner
04/06/2022,15000,2,2,839,1 out of 3,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
01/07/2022,4500,1,1,230,Ground out of 3,Super Area,Birati,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
06/05/2022,5500,1,1,1800,Ground out of 2,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
10/05/2022,8500,2,2,800,1 out of 2,Super Area,Baguihati,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
27/05/2022,5000,1,1,500,Ground out of 1,Carpet Area,BRAHMAPUR NEAR BANSDRONI,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
22/05/2022,8500,2,1,620,Ground out of 1,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,Contact Owner
24/04/2022,9000,2,1,650,2 out of 3,Carpet Area,tollygunge Kabardanga,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
23/05/2022,7500,1,1,550,1 out of 2,Super Area,"Naktala, Garia",Kolkata,Semi-Furnished,Bachelors/Family,Contact Agent
23/04/2022,7000,2,2,450,1 out of 3,Carpet Area,safuipara,Kolkata,Furnished,Bachelors,Contact Owner
24/04/2022,15000,3,2,1350,1 out of 2,Carpet Area,"Annapurna Apartment, Rajarhat Chowmatha",Kolkata,Unfurnished,Family,Contact Owner
06/05/2022,7000,2,2,600,2 out of 2,Super Area,"Park Circus, Ballygunge",Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
31/05/2022,10000,3,1,1200,2 out of 4,Super Area,Belghoria,Kolkata,Furnished,Bachelors/Family,Contact Owner
25/06/2022,7000,2,1,700,1 out of 2,Super Area,"Haridevpur, Paschim Putiary",Kolkata,Unfurnished,Bachelors/Family,Contact Agent
27/06/2022,3200,3,2,800,1 out of 3,Carpet Area,Bhawanipur,Kolkata,Furnished,Bachelors/Family,Contact Owner
19/06/2022,6000,2,1,600,Ground out of 3,Carpet Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
19/06/2022,12000,2,2,900,1 out of 3,Super Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
31/05/2022,6000,2,1,750,Ground out of 1,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
01/07/2022,10000,3,2,1250,1 out of 2,Super Area,Jaffarpore Rifle Range Road,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
31/05/2022,12000,3,3,1000,2 out of 2,Super Area,Dariya,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
03/06/2022,8000,2,1,600,Ground out of 2,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
30/06/2022,5300,2,1,650,1 out of 1,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
24/06/2022,5000,2,1,450,2 out of 3,Carpet Area,Liluah,Kolkata,Unfurnished,Bachelors,Contact Owner
11/06/2022,8500,3,2,800,Ground out of 2,Super Area,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
19/06/2022,22000,3,2,1000,Ground out of 3,Carpet Area,"Sukanta Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
19/06/2022,7000,2,1,1000,Ground out of 3,Super Area,"Kumarpara, Narendrapur",Kolkata,Unfurnished,Bachelors/Family,Contact Owner
25/06/2022,25000,3,3,1400,5 out of 5,Carpet Area,Salt Lake City,Kolkata,Furnished,Bachelors,Contact Agent
11/06/2022,7000,2,1,600,1 out of 4,Carpet Area,Barrackpore,Kolkata,Semi-Furnished,Bachelors,Contact Owner
13/06/2022,15000,2,1,723,Ground out of 3,Carpet Area,Narendrapur,Kolkata,Furnished,Family,Contact Owner
19/06/2022,6000,1,1,320,Ground out of 2,Carpet Area,Sahid Nagar,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
17/06/2022,8000,2,1,900,Ground out of 3,Super Area,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
27/05/2022,40000,3,2,1400,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors/Family,Contact Agent
24/06/2022,6000,1,1,2160,1 out of 2,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors,Contact Owner
22/06/2022,15000,2,1,650,Ground out of 2,Carpet Area,kasba bosepukur,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
16/06/2022,6500,2,1,800,1 out of 1,Super Area,Kanchrapara,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
08/06/2022,8000,3,1,800,2 out of 3,Super Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
05/05/2022,5500,1,1,500,Ground out of 2,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,Contact Owner
28/06/2022,9000,3,2,1700,1 out of 2,Super Area,Panchanantala Road,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
27/04/2022,6000,1,1,130,Ground out of 2,Carpet Area,Bow Bazar,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
14/05/2022,15000,1,1,505,Ground out of 3,Super Area,Kasba,Kolkata,Furnished,Bachelors/Family,Contact Owner
04/07/2022,30000,4,3,4000,Ground out of 3,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Furnished,Bachelors/Family,Contact Agent
22/05/2022,30000,3,2,1250,Ground out of 2,Super Area,New Alipore,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
15/06/2022,5000,1,1,700,Ground out of 2,Carpet Area,My Own House,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
12/06/2022,15000,2,1,900,Ground out of 1,Super Area,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,Contact Owner
26/06/2022,6500,1,1,650,1 out of 1,Super Area,Joka,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,4500,2,1,750,Ground out of 1,Super Area,Azadgarh,Kolkata,Furnished,Bachelors/Family,Contact Owner
07/05/2022,7000,2,1,450,Ground out of 3,Carpet Area,Mandirtala,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
25/06/2022,6500,1,1,350,1 out of 2,Carpet Area,Dhakuria,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
12/06/2022,17500,1,2,480,1 out of 2,Carpet Area,Rabindra Sarovar Metro,Kolkata,Furnished,Bachelors,Contact Owner
18/06/2022,10000,2,1,900,Ground out of 3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
24/05/2022,1500,1,1,200,Ground out of 2,Super Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
06/06/2022,25000,3,3,1100,2 out of 3,Super Area,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,Contact Owner
28/04/2022,12000,2,1,800,1 out of 2,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
05/06/2022,7500,3,2,1000,Ground out of 2,Carpet Area,south station pally dankuni,Kolkata,Furnished,Bachelors/Family,Contact Owner
11/06/2022,7000,1,1,800,1 out of 2,Carpet Area,Kumargali,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
29/06/2022,3500,1,1,200,Upper Basement out of 4,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
26/06/2022,10000,3,2,1190,1 out of 2,Carpet Area,Sarsuna,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
17/05/2022,14000,2,2,900,Ground out of 2,Carpet Area,Salt Lake City,Kolkata,Unfurnished,Bachelors,Contact Agent
28/05/2022,15000,2,2,1500,Ground out of 2,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
15/05/2022,6500,2,1,600,2 out of 3,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
14/05/2022,10000,3,1,800,Ground out of 4,Super Area,Brahmapur,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
09/05/2022,10500,2,2,800,1 out of 2,Carpet Area,Santoshpur,Kolkata,Unfurnished,Family,Contact Owner
11/06/2022,10000,3,2,900,Ground out of 3,Carpet Area,Garia,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
24/04/2022,5000,1,1,350,Ground out of 3,Carpet Area,Purba Barisha,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,9000,2,1,800,Ground out of 2,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
23/06/2022,20000,2,2,1600,Ground out of 3,Carpet Area,Jadavpur University,Kolkata,Unfurnished,Bachelors,Contact Owner
12/05/2022,35000,3,2,1012,2 out of 3,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
29/04/2022,15000,3,2,1200,Ground out of 2,Carpet Area,"Pathak Para, Behala",Kolkata,Unfurnished,Bachelors,Contact Owner
23/04/2022,20000,2,1,700,1 out of 2,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors/Family,Contact Owner
09/05/2022,12000,2,1,1000,1 out of 3,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
30/06/2022,8000,2,1,800,Ground out of 3,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,Contact Owner
05/05/2022,3000,1,1,500,Ground out of 1,Super Area,Hatiara,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
20/05/2022,20000,3,2,1200,Ground out of 1,Carpet Area,"Haridevpur, Paschim Putiary",Kolkata,Semi-Furnished,Bachelors,Contact Owner
10/06/2022,9000,1,1,450,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,Contact Agent
25/06/2022,13000,3,2,950,Ground out of 2,Carpet Area,"Rabindrapally, Garia",Kolkata,Unfurnished,Bachelors/Family,Contact Owner
30/06/2022,7000,1,1,350,Ground out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,Contact Agent
03/06/2022,9000,1,1,450,Ground out of 3,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,Contact Agent
03/05/2022,9000,1,1,550,Ground out of 2,Carpet Area,"Bangur Avenue, Lake Town",Kolkata,Semi-Furnished,Bachelors,Contact Owner
19/05/2022,10000,2,1,300,Ground out of 1,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors,Contact Owner
09/05/2022,15000,3,2,1250,Ground out of 3,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
22/06/2022,7000,2,1,700,2 out of 3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
31/05/2022,8000,3,2,812,Ground out of 3,Super Area,Hooghly,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
21/06/2022,8000,2,1,550,Ground out of 2,Super Area,"Kalabagan, Tollygunge",Kolkata,Unfurnished,Bachelors/Family,Contact Owner
22/06/2022,5000,1,1,500,Ground out of 1,Super Area,Rishra,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
23/06/2022,14000,1,1,320,1 out of 2,Carpet Area,"Action Area 3, Rajarhat Newtown",Kolkata,Furnished,Bachelors,Contact Owner
05/05/2022,5000,2,1,600,Ground out of 2,Super Area,"Anandapuri, Barrackpore",Kolkata,Unfurnished,Bachelors/Family,Contact Owner
01/06/2022,5000,2,1,420,Ground out of 2,Carpet Area,Barasat,Kolkata,Unfurnished,Bachelors,Contact Owner
29/06/2022,12000,3,1,1100,Ground out of 2,Super Area,Rabindrapally Kestopur,Kolkata,Unfurnished,Bachelors,Contact Owner
29/06/2022,3200,1,1,220,3 out of 4,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
10/06/2022,8500,2,2,700,Ground out of 2,Carpet Area,Nungi More,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
06/06/2022,16000,3,2,1200,Ground out of 2,Carpet Area,"Baishnabghata, Garia",Kolkata,Unfurnished,Bachelors/Family,Contact Agent
23/05/2022,14000,2,2,800,Ground out of 3,Carpet Area,Santoshpur - EM Bypass,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
16/06/2022,8000,1,1,300,Ground out of 1,Carpet Area,Bansdroni,Kolkata,Furnished,Bachelors,Contact Agent
26/05/2022,7000,2,1,650,Ground out of 2,Carpet Area,Baruipur,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
30/05/2022,8000,1,1,600,1 out of 2,Super Area,Garia,Kolkata,Furnished,Bachelors/Family,Contact Owner
08/06/2022,3000,1,1,350,Ground out of 3,Super Area,Belghoria,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,3800,1,1,500,1 out of 3,Carpet Area,Nalta,Kolkata,Unfurnished,Bachelors,Contact Owner
10/06/2022,6500,1,1,400,1 out of 1,Super Area,"Vivek Nagar, Garfa",Kolkata,Unfurnished,Bachelors/Family,Contact Owner
04/05/2022,20000,3,3,1750,Ground out of 3,Super Area,Kalindi,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
04/05/2022,30000,3,2,1600,3 out of 3,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
13/06/2022,8000,1,1,300,Ground out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,Semi-Furnished,Bachelors/Family,Contact Agent
25/06/2022,14000,2,2,1100,1 out of 3,Super Area,"Survey park, Santoshpur, kolkata",Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
22/06/2022,7200,2,1,830,Ground out of 3,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
20/05/2022,7000,2,2,600,Ground out of 2,Carpet Area,2 BHK,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
01/06/2022,7000,1,2,500,1 out of 2,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,Contact Owner
29/06/2022,7500,2,1,900,1 out of 2,Carpet Area,Dum Dum Cantonment,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
30/06/2022,8500,2,2,1250,Ground out of 1,Carpet Area,Barasat,Kolkata,Unfurnished,Family,Contact Owner
03/06/2022,12000,2,1,700,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,Contact Agent
22/06/2022,8500,1,2,850,Ground out of 1,Carpet Area,Dakshineswar,Kolkata,Unfurnished,Bachelors,Contact Owner
29/06/2022,9500,2,1,550,Ground out of 1,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,Contact Owner
30/06/2022,7500,2,2,550,Ground out of 1,Carpet Area,"New Garia Metro, New Garia",Kolkata,Furnished,Bachelors/Family,Contact Owner
15/06/2022,12000,2,1,1200,Ground out of 1,Super Area,Hati Bagan - Bansdroni,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
15/06/2022,20000,3,2,1100,Ground out of 1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,Contact Agent
29/06/2022,8500,2,1,650,Ground out of 1,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
15/06/2022,20000,3,2,1050,Ground out of 1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,Contact Agent
20/05/2022,6000,2,2,960,Ground out of 2,Super Area,Dum Dum,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
30/05/2022,5500,2,2,650,1 out of 1,Carpet Area,Joka,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
21/05/2022,7000,1,1,550,Ground out of 2,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
21/05/2022,7000,2,2,500,Ground out of 1,Super Area,Dum Dum Metro,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
25/04/2022,6500,1,1,450,3 out of 4,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Family,Contact Owner
29/06/2022,10000,2,2,850,1 out of 2,Super Area,Agarpara,Kolkata,Unfurnished,Bachelors,Contact Owner
01/07/2022,5200,1,1,300,Ground out of 3,Carpet Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,Contact Agent
25/04/2022,13000,2,3,1000,1 out of 2,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
24/05/2022,7000,2,1,500,1 out of 3,Carpet Area,Garia,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,12000,2,1,756,Ground out of 3,Carpet Area,Dashadron Newtown Rajarhat,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
23/04/2022,15000,1,1,1000,2 out of 3,Super Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
05/05/2022,5000,1,1,150,1 out of 2,Carpet Area,Anandapur,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
14/05/2022,8000,1,1,800,Ground out of 2,Carpet Area,New town near ecopark .,Kolkata,Unfurnished,Bachelors,Contact Owner
21/06/2022,8000,2,2,700,2 out of 3,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,Contact Agent
17/06/2022,5000,1,1,420,3 out of 3,Super Area,Em Bypass South East,Kolkata,Unfurnished,Bachelors,Contact Owner
21/06/2022,10000,2,1,800,Ground out of 1,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,Contact Agent
24/06/2022,12000,2,1,288,2 out of 3,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,Contact Owner
11/06/2022,8000,2,2,900,Ground out of 1,Super Area,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors/Family,Contact Owner
03/07/2022,21000,2,2,850,1 out of 1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,Contact Agent
07/06/2022,5000,1,1,350,1 out of 1,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,Contact Owner
27/04/2022,9000,2,1,600,Ground out of 2,Super Area,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
26/06/2022,8000,2,1,1600,Ground out of 2,Carpet Area,Kalyani,Kolkata,Semi-Furnished,Bachelors,Contact Owner
11/06/2022,7000,2,1,986,2 out of 3,Carpet Area,Pranthik Society Library Road Bhadreswar,Kolkata,Unfurnished,Bachelors,Contact Owner
03/07/2022,35000,3,2,1330,1 out of 3,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,Contact Agent
14/05/2022,15000,3,2,1300,Ground out of 3,Super Area,Lake Town,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
22/05/2022,6200,2,1,800,Ground out of 2,Carpet Area,Kestopur,Kolkata,Unfurnished,Bachelors,Contact Owner
26/05/2022,9900,2,1,800,1 out of 4,Carpet Area,Bijoygarh,Kolkata,Unfurnished,Bachelors/Family,Contact Owner
03/07/2022,7000,2,1,850,Ground out of 3,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,Contact Owner
10/05/2022,5000,1,1,322,1 out of 3,Carpet Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,Contact Agent
19/06/2022,6500,2,1,800,Ground out of 2,Carpet Area,Agarpara,Kolkata,Furnished,Bachelors/Family,Contact Owner
03/07/2022,40000,4,2,1500,Ground out of 2,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,Contact Agent
08/06/2022,40000,3,2,3500,1 out of 2,Super Area,Salt Lake City,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
26/06/2022,12000,2,2,957,1 out of 2,Carpet Area,Dasnagar,Kolkata,Furnished,Bachelors,Contact Owner
18/05/2022,6500,1,1,850,1 out of 3,Carpet Area,Baksara,Kolkata,Unfurnished,Bachelors,Contact Owner
23/06/2022,10000,2,2,900,Ground out of 2,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,Contact Owner
29/06/2022,15000,2,1,600,Ground out of 2,Super Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,Contact Owner
